playerID,sportCode,team_id,team_abbrev,team_name,positionCode,firstName,lastName,dateOfBirth,height,weight,number,college,birthCountry,birthCityState,draftYear,playerID,pointsPerGame,reboundsPerGame,assistsPerGame
4997526,NBA,15,MIL,Bucks,F,Ousmane,Dieng,2003-05-21,"6' 9""",185.0,21,NULL,France,Lot-et-Garonne,2023,4997526,NULL,NULL,NULL
4397475,NBA,15,MIL,Bucks,G,AJ,Green,1999-09-27,"6' 4""",190.0,20,Northern Iowa,USA,"Cedar Falls, IA",2023,4397475,NULL,NULL,NULL
4395725,NBA,15,MIL,Bucks,G,Tyler,Herro,2000-01-20,"6' 5""",205.0,14,Kentucky,USA,"Milwaukee, WI",2019,4395725,NULL,NULL,NULL
4432190,NBA,15,MIL,Bucks,G,Andre,Jackson Jr.,2001-11-13,"6' 6""",209.0,44,UConn,USA,"Amsterdam, NY",2024,4432190,NULL,NULL,NULL
5214640,NBA,15,MIL,Bucks,G,Kasparas,Jakucionis,2006-05-29,"6' 5""",205.0,25,Illinois,Lithuania,Vilnius,2026,5214640,NULL,NULL,NULL
4432848,NBA,15,MIL,Bucks,F,Jaime,Jaquez Jr.,2001-02-18,"6' 6""",230.0,11,UCLA,USA,"Camarillo, CA",2024,4432848,NULL,NULL,NULL
4697268,NBA,15,MIL,Bucks,G,Kam,Jones,2002-02-25,"6' 4""",200.0,NULL,Marquette,USA,"Memphis, TN",2026,4697268,NULL,NULL,NULL
3134907,NBA,15,MIL,Bucks,F,Kyle,Kuzma,1995-07-24,"6' 8""",221.0,18,Utah,USA,"Flint, MI",2017,3134907,NULL,NULL,NULL
2991043,NBA,15,MIL,Bucks,G,Caris,LeVert,1994-08-25,"6' 7""",205.0,NULL,Michigan,USA,"Pickerington, OH",2016,2991043,NULL,NULL,NULL
5184016,NBA,15,MIL,Bucks,F,Malique,Lewis,2004-11-10,"6' 8""",195.0,NULL,NULL,Trinidad & Tobago,San Fernando,2026,5184016,NULL,NULL,NULL
4397140,NBA,15,MIL,Bucks,G,Kevin,Porter Jr.,2000-05-04,"6' 5""",203.0,7,USC,USA,"Seattle, WA",2019,4397140,NULL,NULL,NULL
4591725,NBA,15,MIL,Bucks,G,Ryan,Rollins,2002-07-03,"6' 3""",180.0,13,Toledo,USA,"Macomb, MI",2023,4591725,NULL,NULL,NULL
4397114,NBA,15,MIL,Bucks,G,Cormac,Ryan,1998-10-26,"6' 5""",195.0,30,North Carolina,USA,"New York, NY",2026,4397114,NULL,NULL,NULL
4277922,NBA,15,MIL,Bucks,C,Jericho,Sims,1998-10-20,"6' 10""",250.0,00,Texas,USA,"Minneapolis, MN",2022,4277922,NULL,NULL,NULL
4277843,NBA,15,MIL,Bucks,G,Gary,Trent Jr.,1999-01-18,"6' 5""",204.0,5,Duke,USA,"Columbus, OH",2018,4277843,NULL,NULL,NULL
3133628,NBA,15,MIL,Bucks,C,Myles,Turner,1996-03-24,"6' 11""",250.0,3,Texas,USA,"Bedford, TX",2015,3133628,NULL,NULL,NULL
5105623,NBA,15,MIL,Bucks,C,Kel'el,Ware,2004-04-20,"7' 0""",250.0,7,Indiana,USA,"North Little Rock, AR",2025,5105623,NULL,NULL,NULL
4432816,NBA,16,MIN,Timberwolves,G,LaMelo,Ball,2001-08-22,"6' 7""",180.0,NULL,NULL,USA,"Chino Hills, CA",2020,4432816,NULL,NULL,NULL
5279133,NBA,16,MIN,Timberwolves,F,Joan,Beringer,2006-11-11,"6' 11""",230.0,19,NULL,France,NULL,2026,5279133,NULL,NULL,NULL
4432247,NBA,16,MIN,Timberwolves,G,Jaylen,Clark,2001-10-13,"6' 5""",205.0,22,UCLA,USA,"Riverside, CA",2025,4432247,NULL,NULL,NULL
3934673,NBA,16,MIN,Timberwolves,G,Donte,DiVincenzo,1997-01-31,"6' 4""",203.0,0,Villanova,USA,"Newark, DE",2018,3934673,NULL,NULL,NULL
4397002,NBA,16,MIN,Timberwolves,G,Ayo,Dosunmu,2000-01-17,"6' 4""",200.0,13,Illinois,USA,"Chicago, IL",2022,4397002,NULL,NULL,NULL
4594268,NBA,16,MIN,Timberwolves,G,Anthony,Edwards,2001-08-05,"6' 4""",225.0,5,Georgia,USA,"Atlanta, GA",2020,4594268,NULL,NULL,NULL
5061585,NBA,16,MIN,Timberwolves,G,Isaiah,Evans,2005-12-06,"6' 6""",186.0,NULL,Duke,USA,"Fayetteville, NC",2026,5061585,NULL,NULL,NULL
4592699,NBA,16,MIN,Timberwolves,F,Enrique,Freeman,2000-07-29,"6' 9""",220.0,25,Akron,USA,"Cleveland, OH",2025,4592699,NULL,NULL,NULL
3032976,NBA,16,MIN,Timberwolves,C,Rudy,Gobert,1992-06-26,"7' 1""",258.0,27,NULL,France,NULL,2013,3032976,NULL,NULL,NULL
4432811,NBA,16,MIN,Timberwolves,G,Josh,Green,2000-11-16,"6' 6""",200.0,NULL,Arizona,Australia,"Sydney, NSW",2020,4432811,NULL,NULL,NULL
4592492,NBA,16,MIN,Timberwolves,G,Bones,Hyland,2000-09-14,"6' 2""",169.0,8,VCU,USA,"Wilmington, DE",2022,4592492,NULL,NULL,NULL
2968436,NBA,16,MIN,Timberwolves,F,Joe,Ingles,1987-10-02,"6' 8""",220.0,7,NULL,Australia,"Adelaide, SA",2014,2968436,NULL,NULL,NULL
4897438,NBA,16,MIN,Timberwolves,F,Trey,Kaufman-Renn,2002-08-19,"6' 9""",240.0,NULL,Purdue,USA,"Sellersburg, IN",2026,4897438,NULL,NULL,NULL
4431671,NBA,16,MIN,Timberwolves,F,Jaden,McDaniels,2000-09-29,"6' 9""",185.0,3,Washington,USA,"Seattle, WA",2020,4431671,NULL,NULL,NULL
5105553,NBA,16,MIN,Timberwolves,F,Julian,Phillips,2003-11-05,"6' 6""",198.0,4,Tennessee,USA,"Blythewood, SC",2024,5105553,NULL,NULL,NULL
4592979,NBA,16,MIN,Timberwolves,G,Zyon,Pullin,2001-03-03,"6' 4""",206.0,15,Florida,USA,"Pleasant Hill, CA",2025,4592979,NULL,NULL,NULL
4432847,NBA,16,MIN,Timberwolves,G,Terrence,Shannon Jr.,2000-07-30,"6' 6""",215.0,1,Illinois,USA,"Chicago, IL",2025,4432847,NULL,NULL,NULL
5157587,NBA,16,MIN,Timberwolves,C,Rocco,Zikarsky,2006-07-11,"7' 3""",254.0,44,NULL,NULL,NULL,2026,5157587,NULL,NULL,NULL
4397136,NBA,3,NO,Pelicans,G,Saddiq,Bey,1999-04-09,"6' 8""",215.0,41,Villanova,USA,"Largo, MD",2020,4397136,NULL,NULL,NULL
4432180,NBA,3,NO,Pelicans,C,Hunter,Dickinson,2000-11-25,"7' 1""",255.0,4,Kansas,USA,"Alexandria, VA",2026,4432180,NULL,NULL,NULL
5144091,NBA,3,NO,Pelicans,G,Jeremiah,Fears,2006-10-14,"6' 3""",190.0,0,Oklahoma,USA,"Joliet, IL",2026,5144091,NULL,NULL,NULL
4683750,NBA,3,NO,Pelicans,G,Jordan,Hawkins,2002-04-29,"6' 5""",190.0,24,UConn,USA,"Gaithersburg, MD",2024,4683750,NULL,NULL,NULL
4277813,NBA,3,NO,Pelicans,F,Herbert,Jones,1998-10-06,"6' 7""",206.0,2,Alabama,USA,"Greensboro, AL",2022,4277813,NULL,NULL,NULL
3442,NBA,3,NO,Pelicans,C,DeAndre,Jordan,1988-07-21,"6' 11""",265.0,6,Texas A&M,USA,"Houston, TX",2008,3442,NULL,NULL,NULL
4997538,NBA,3,NO,Pelicans,F,Karlo,Matkovic,2001-03-30,"6' 10""",231.0,17,NULL,NULL,NULL,2025,4997538,NULL,NULL,NULL
4576086,NBA,3,NO,Pelicans,G,Bryce,McGowens,2002-11-08,"6' 6""",190.0,11,Nebraska,USA,"Pendleton, SC",2023,4576086,NULL,NULL,NULL
5061589,NBA,3,NO,Pelicans,C,Yves,Missi,2004-05-14,"6' 11""",235.0,21,Baylor,Cameroon,Yaounde,2025,5061589,NULL,NULL,NULL
4397688,NBA,3,NO,Pelicans,F,Trey,Murphy III,2000-06-18,"6' 8""",206.0,25,Virginia,USA,"Durham, NC",2022,4397688,NULL,NULL,NULL
3907497,NBA,3,NO,Pelicans,G,Dejounte,Murray,1996-09-19,"6' 4""",180.0,5,Washington,USA,"Seattle, WA",2016,3907497,NULL,NULL,NULL
4432068,NBA,3,NO,Pelicans,C,Josh,Oduro,2000-10-14,"6' 9""",240.0,13,Providence,USA,"Gainesville, VA",2026,4432068,NULL,NULL,NULL
4432185,NBA,3,NO,Pelicans,G,Micah,Peavy,2001-07-16,"6' 7""",220.0,14,Georgetown,USA,"Cibolo, TX",2026,4432185,NULL,NULL,NULL
4703115,NBA,3,NO,Pelicans,G,Jaron,Pierre Jr.,2002-07-12,"6' 6""",210.0,NULL,SMU,USA,"New Orleans, LA",2026,4703115,NULL,NULL,NULL
4277956,NBA,3,NO,Pelicans,G,Jordan,Poole,1999-06-19,"6' 4""",194.0,3,Michigan,USA,"Milwaukee, WI",2019,4277956,NULL,NULL,NULL
4869780,NBA,3,NO,Pelicans,C,Derik,Queen,2004-12-27,"6' 9""",250.0,22,Maryland,USA,"Baltimore, MD",2026,4869780,NULL,NULL,NULL
4395628,NBA,3,NO,Pelicans,F,Zion,Williamson,2000-07-06,"6' 6""",284.0,1,Duke,USA,"Salisbury, NC",2019,4395628,NULL,NULL,NULL
4277869,NBA,18,NY,Knicks,G,Jose,Alvarado,1998-04-12,"6' 0""",179.0,5,Georgia Tech,USA,"Brooklyn, NY",2022,4277869,NULL,NULL,NULL
3934719,NBA,18,NY,Knicks,F,OG,Anunoby,1997-07-17,"6' 7""",240.0,8,Indiana,England,London,2017,3934719,NULL,NULL,NULL
3147657,NBA,18,NY,Knicks,G,Mikal,Bridges,1996-08-30,"6' 6""",209.0,25,Villanova,USA,"Malvern, PA",2018,3147657,NULL,NULL,NULL
3934672,NBA,18,NY,Knicks,G,Jalen,Brunson,1996-08-31,"6' 2""",190.0,11,Villanova,USA,"New Brunswick, NJ",2018,3934672,NULL,NULL,NULL
2528426,NBA,18,NY,Knicks,G,Jordan,Clarkson,1992-06-07,"6' 5""",194.0,00,Missouri,USA,"San Antonio, TX",2014,2528426,NULL,NULL,NULL
5211983,NBA,18,NY,Knicks,F,Pacome,Dadiet,2005-07-27,"6' 9""",210.0,4,NULL,France,Aubagne,2025,5211983,NULL,NULL,NULL
5289900,NBA,18,NY,Knicks,F,Mohamed,Diawara,2005-04-29,"6' 9""",225.0,51,NULL,France,Paris,2026,5289900,NULL,NULL,NULL
6585,NBA,18,NY,Knicks,C,Andre,Drummond,1993-08-10,"6' 11""",279.0,NULL,UConn,USA,"Mount Vernon, NY",2012,6585,NULL,NULL,NULL
3062679,NBA,18,NY,Knicks,G,Josh,Hart,1995-03-06,"6' 5""",215.0,3,Villanova,USA,"Silver Spring, MD",2017,3062679,NULL,NULL,NULL
4395623,NBA,18,NY,Knicks,F,Trey,Jemison III,1999-11-28,"6' 10""",270.0,50,UAB,USA,"Birmingham, AL",2024,4395623,NULL,NULL,NULL
4702159,NBA,18,NY,Knicks,F,Dillon,Jones,2001-10-29,"6' 5""",235.0,1,Weber State,USA,"Columbia, SC",2025,4702159,NULL,NULL,NULL
5234862,NBA,18,NY,Knicks,G,Jack,Kayil,2006-01-27,"6' 5""",185.0,NULL,NULL,Germany,Berlin,2026,5234862,NULL,NULL,NULL
4433225,NBA,18,NY,Knicks,G,Tyler,Kolek,2001-03-27,"6' 2""",195.0,13,Marquette,USA,"Cumberland, RI",2025,4433225,NULL,NULL,NULL
4431823,NBA,18,NY,Knicks,G,Miles,McBride,2000-09-08,"6' 2""",195.0,2,West Virginia,USA,"Cincinnati, OH",2022,4431823,NULL,NULL,NULL
4411057,NBA,18,NY,Knicks,G,Kevin,McCullar Jr.,2001-03-15,"6' 6""",210.0,9,Kansas,USA,"San Antonio, TX",2025,4411057,NULL,NULL,NULL
4838721,NBA,18,NY,Knicks,F,Tyler,Nickel,2003-09-05,"6' 8""",217.0,NULL,Vanderbilt,USA,"Harrisonburg, VA",2026,4838721,NULL,NULL,NULL
3914044,NBA,18,NY,Knicks,G,Landry,Shamet,1997-03-13,"6' 5""",190.0,44,Wichita State,USA,"Kansas City, MO",2018,3914044,NULL,NULL,NULL
4610139,NBA,18,NY,Knicks,F,Jeremy,Sochan,2003-05-20,"6' 8""",230.0,20,Baylor,England,Milton Keynes,2023,4610139,NULL,NULL,NULL
3136195,NBA,18,NY,Knicks,C,Karl-Anthony,Towns,1995-11-15,"7' 0""",248.0,32,Kentucky,USA,"Edison, NJ",2015,3136195,NULL,NULL,NULL
4684208,NBA,25,OKC,Thunder,F,Brooks,Barnhizer,2002-03-02,"6' 6""",226.0,23,Northwestern,USA,"Lafayette, IN",2026,4684208,NULL,NULL,NULL
2991350,NBA,25,OKC,Thunder,G,Alex,Caruso,1994-02-28,"6' 5""",186.0,9,Texas A&M,USA,"College Station, TX",2017,2991350,NULL,NULL,NULL
5105800,NBA,25,OKC,Thunder,G,Josh,Dix,2004-06-29,"6' 5""",206.0,NULL,Creighton,USA,"Council Bluffs, IA",2026,5105800,NULL,NULL,NULL
4397020,NBA,25,OKC,Thunder,G,Luguentz,Dort,1999-04-19,"6' 4""",220.0,5,Arizona State,Canada,"Montreal, PQ",2019,4397020,NULL,NULL,NULL
4278073,NBA,25,OKC,Thunder,G,Shai,Gilgeous-Alexander,1998-07-12,"6' 6""",195.0,2,Kentucky,Canada,"Toronto, ON",2018,4278073,NULL,NULL,NULL
4222252,NBA,25,OKC,Thunder,C,Isaiah,Hartenstein,1998-05-05,"7' 0""",250.0,55,NULL,USA,"Eugene, OR",2018,4222252,NULL,NULL,NULL
4433255,NBA,25,OKC,Thunder,C,Chet,Holmgren,2002-05-01,"7' 1""",208.0,7,Gonzaga,USA,"Minneapolis, MN",2024,4433255,NULL,NULL,NULL
5174983,NBA,25,OKC,Thunder,C,Aday,Mara,2005-04-07,"7' 3""",262.0,NULL,Michigan,Spain,Zaragoza,2026,5174983,NULL,NULL,NULL
4683778,NBA,25,OKC,Thunder,G,Jared,McCain,2004-02-20,"6' 3""",195.0,3,Duke,USA,"Sacramento, CA",2025,4683778,NULL,NULL,NULL
4900671,NBA,25,OKC,Thunder,G,Ajay,Mitchell,2002-06-25,"6' 4""",190.0,25,UC Santa Barbara,Belgium,Liege,2025,4900671,NULL,NULL,NULL
5106270,NBA,25,OKC,Thunder,G,Otega,Oweh,2003-06-21,"6' 4""",217.0,NULL,Kentucky,USA,"Newark, NJ",2026,5106270,NULL,NULL,NULL
5061603,NBA,25,OKC,Thunder,C,Thomas,Sorber,2005-12-25,"6' 9""",250.0,12,Georgetown,USA,"Trenton, NJ",2026,5061603,NULL,NULL,NULL
5241364,NBA,25,OKC,Thunder,G,Bennett,Stirtz,2003-10-03,"6' 4""",190.0,NULL,Iowa,USA,"Liberty, MO",2026,5241364,NULL,NULL,NULL
5159925,NBA,25,OKC,Thunder,G,Nikola,Topic,2005-08-10,"6' 6""",200.0,44,NULL,NULL,NULL,2026,5159925,NULL,NULL,NULL
4683692,NBA,25,OKC,Thunder,G,Cason,Wallace,2003-11-07,"6' 3""",195.0,22,Kentucky,USA,"Dallas, TX",2024,4683692,NULL,NULL,NULL
4593803,NBA,25,OKC,Thunder,G,Jalen,Williams,2001-04-14,"6' 5""",211.0,8,Santa Clara,USA,"Gilbert, AZ",2023,4593803,NULL,NULL,NULL
4432823,NBA,25,OKC,Thunder,F,Jaylin,Williams,2002-06-29,"6' 9""",240.0,6,Arkansas,USA,"Fort Smith, AR",2023,4432823,NULL,NULL,NULL
3133626,NBA,25,OKC,Thunder,G,Kenrich,Williams,1994-12-02,"6' 7""",210.0,34,TCU,USA,"Waco, TX",2018,3133626,NULL,NULL,NULL
4432573,NBA,19,ORL,Magic,F,Paolo,Banchero,2002-11-12,"6' 10""",250.0,5,Duke,USA,"Seattle, WA",2023,4432573,NULL,NULL,NULL
4066320,NBA,19,ORL,Magic,G,Desmond,Bane,1998-06-25,"6' 6""",215.0,3,TCU,USA,"Richmond, IN",2020,4066320,NULL,NULL,NULL
4348700,NBA,19,ORL,Magic,C,Goga,Bitadze,1999-07-20,"6' 11""",250.0,35,NULL,Georgia,Sagarejo,2019,4348700,NULL,NULL,NULL
4712849,NBA,19,ORL,Magic,G,Anthony,Black,2004-01-20,"6' 7""",200.0,0,Arkansas,USA,"Duncanville, TX",2024,4712849,NULL,NULL,NULL
4278572,NBA,19,ORL,Magic,F,Jamal,Cain,1999-03-20,"6' 7""",191.0,8,Oakland,USA,"Pontiac, MI",2023,4278572,NULL,NULL,NULL
3133635,NBA,19,ORL,Magic,G,Jevon,Carter,1995-09-14,"6' 0""",200.0,2,West Virginia,USA,"Maywood, IL",2018,3133635,NULL,NULL,NULL
4277847,NBA,19,ORL,Magic,C,Wendell,Carter Jr.,1999-04-16,"6' 10""",270.0,34,Duke,USA,"Atlanta, GA",2018,4277847,NULL,NULL,NULL
4397204,NBA,19,ORL,Magic,C,Colin,Castleton,2000-05-25,"6' 10""",250.0,14,Florida,USA,"Deland, FL",2024,4397204,NULL,NULL,NULL
4702382,NBA,19,ORL,Magic,F,Tristan,da Silva,2001-05-15,"6' 8""",217.0,23,Colorado,Germany,Munich,2025,4702382,NULL,NULL,NULL
5105806,NBA,19,ORL,Magic,G,Jett,Howard,2003-09-14,"6' 8""",215.0,13,Michigan,USA,"Miami, FL",2024,5105806,NULL,NULL,NULL
4065654,NBA,19,ORL,Magic,F,Jonathan,Isaac,1997-10-03,"6' 10""",230.0,1,Florida State,USA,"Naples, FL",2017,4065654,NULL,NULL,NULL
4593034,NBA,19,ORL,Magic,G,Alex,Morales,1997-11-21,"6' 6""",180.0,30,Wagner,USA,"Paterson, NJ",2026,4593034,NULL,NULL,NULL
5107251,NBA,19,ORL,Magic,F,Izaiyah,Nelson,2003-10-01,"6' 8""",219.0,NULL,South Florida,USA,"Marietta, GA",2026,5107251,NULL,NULL,NULL
5214637,NBA,19,ORL,Magic,F,Noah,Penda,2005-01-07,"6' 7""",215.0,93,NULL,NULL,NULL,2026,5214637,NULL,NULL,NULL
5239561,NBA,19,ORL,Magic,G,Jase,Richardson,2005-10-16,"6' 1""",180.0,11,Michigan State,USA,"Denver, CO",2026,5239561,NULL,NULL,NULL
4432165,NBA,19,ORL,Magic,G,Jalen,Suggs,2001-06-03,"6' 5""",205.0,4,Gonzaga,USA,"Saint Paul, MN",2022,4432165,NULL,NULL,NULL
6478,NBA,19,ORL,Magic,C,Nikola,Vucevic,1990-10-24,"6' 9""",260.0,9,USC,USA,"Simi Valley, CA",2011,6478,NULL,NULL,NULL
4566434,NBA,19,ORL,Magic,F,Franz,Wagner,2001-08-27,"6' 10""",220.0,22,Michigan,Germany,Berlin,2022,4566434,NULL,NULL,NULL
4870562,NBA,20,PHI,76ers,F,Dominick,Barlow,2003-05-26,"6' 9""",215.0,25,NULL,NULL,NULL,2023,4870562,NULL,NULL,NULL
5105637,NBA,20,PHI,76ers,C,Adem,Bona,2003-03-28,"6' 10""",235.0,30,UCLA,Nigeria,Ebonyi State,2025,5105637,NULL,NULL,NULL
4433569,NBA,20,PHI,76ers,F,Johni,Broome,2002-07-19,"6' 10""",235.0,22,Auburn,USA,"Plant City, FL",2026,4433569,NULL,NULL,NULL
3917376,NBA,20,PHI,76ers,G,Jaylen,Brown,1996-10-24,"6' 6""",223.0,7,California,USA,"Marietta, GA",2016,3917376,NULL,NULL,NULL
5124612,NBA,20,PHI,76ers,G,VJ,Edgecombe,2005-07-30,"6' 4""",180.0,77,Baylor,Bahamas,Bimini,2026,5124612,NULL,NULL,NULL
4711297,NBA,20,PHI,76ers,F,Justin,Edwards,2003-12-16,"6' 7""",203.0,11,Kentucky,USA,"Philadelphia, PA",2025,4711297,NULL,NULL,NULL
3059318,NBA,20,PHI,76ers,C,Joel,Embiid,1994-03-16,"7' 0""",280.0,21,Kansas,Cameroon,Yaounde,2016,3059318,NULL,NULL,NULL
4871141,NBA,20,PHI,76ers,C,Ariel,Hukporti,2002-04-12,"7' 0""",246.0,NULL,NULL,Germany,Frankfurt,2024,4871141,NULL,NULL,NULL
4433144,NBA,20,PHI,76ers,G,Caleb,Love,2001-09-27,"6' 3""",212.0,9,Arizona,USA,"Saint Louis, MO",2025,4433144,NULL,NULL,NULL
3012,NBA,20,PHI,76ers,G,Kyle,Lowry,1986-03-25,"6' 0""",196.0,7,Villanova,USA,"Philadelphia, PA",2006,3012,NULL,NULL,NULL
4397179,NBA,20,PHI,76ers,G,Tyrese,Martin,1999-03-07,"6' 6""",215.0,23,UConn,USA,"Allentown, PA",2024,4397179,NULL,NULL,NULL
4431678,NBA,20,PHI,76ers,G,Tyrese,Maxey,2000-11-04,"6' 2""",200.0,0,Kentucky,USA,"Garland, TX",2020,4431678,NULL,NULL,NULL
4873090,NBA,20,PHI,76ers,G,Labaron,Philon Jr.,2005-11-24,"6' 3""",176.0,NULL,Alabama,USA,"Mobile, AL",2026,4873090,NULL,NULL,NULL
5099752,NBA,20,PHI,76ers,G,Rayan,Rupert,2004-05-31,"6' 7""",205.0,12,NULL,France,Paris,2024,5099752,NULL,NULL,NULL
4351851,NBA,20,PHI,76ers,G,Anfernee,Simons,1999-06-08,"6' 3""",200.0,5,NULL,USA,"Altamonte Springs, FL",2018,4351851,NULL,NULL,NULL
4433159,NBA,20,PHI,76ers,F,Dalen,Terry,2002-07-12,"6' 6""",195.0,14,Arizona,USA,"Phoenix, AZ",2023,4433159,NULL,NULL,NULL
3912848,NBA,20,PHI,76ers,F,Dean,Wade,1996-11-20,"6' 9""",228.0,NULL,Kansas State,USA,"Wichita, KS",2019,3912848,NULL,NULL,NULL
4432446,NBA,20,PHI,76ers,F,Jabari,Walker,2002-07-30,"6' 7""",237.0,33,Colorado,USA,"Inglewood, CA",2023,4432446,NULL,NULL,NULL
4431675,NBA,20,PHI,76ers,F,Trendon,Watford,2000-11-09,"6' 8""",237.0,12,LSU,USA,"Birmingham, AL",2022,4431675,NULL,NULL,NULL
3136193,NBA,21,PHX,Suns,G,Devin,Booker,1996-10-30,"6' 5""",206.0,15,Kentucky,USA,"Grand Rapids, MI",2015,3136193,NULL,NULL,NULL
4280245,NBA,21,PHX,Suns,G,Jamaree,Bouyea,1999-06-27,"6' 2""",180.0,17,San Francisco,USA,"Seaside, CA",2023,4280245,NULL,NULL,NULL
4591259,NBA,21,PHX,Suns,G,Koby,Brea,2002-11-06,"6' 6""",215.0,14,Kentucky,USA,"Washington Heights, NY",2026,4591259,NULL,NULL,NULL
4066383,NBA,21,PHX,Suns,F,Miles,Bridges,1998-03-21,"6' 7""",225.0,NULL,Michigan State,USA,"Flint, MI",2018,4066383,NULL,NULL,NULL
3155526,NBA,21,PHX,Suns,F,Dillon,Brooks,1996-01-22,"6' 7""",225.0,3,Oregon,Canada,"Mississauga, ON",2017,3155526,NULL,NULL,NULL
4066387,NBA,21,PHX,Suns,G,Amir,Coffey,1997-06-17,"6' 7""",210.0,2,Minnesota,USA,"Hopkins, MN",2019,4066387,NULL,NULL,NULL
4888725,NBA,21,PHX,Suns,F,Ryan,Dunn,2003-01-07,"6' 7""",216.0,0,Virginia,USA,"Freeport, NY",2025,4888725,NULL,NULL,NULL
5105977,NBA,21,PHX,Suns,F,Rasheer,Fleming,2004-07-10,"6' 9""",240.0,20,Saint Joseph's,USA,"Camden, NJ",2026,5105977,NULL,NULL,NULL
4278585,NBA,21,PHX,Suns,G,Collin,Gillespie,1999-06-25,"6' 1""",195.0,12,Villanova,USA,"Huntingdon Valley, PA",2024,4278585,NULL,NULL,NULL
4278402,NBA,21,PHX,Suns,G,Jordan,Goodwin,1998-10-23,"6' 3""",215.0,23,Saint Louis,USA,"Centreville, IL",2022,4278402,NULL,NULL,NULL
4437244,NBA,21,PHX,Suns,G,Jalen,Green,2002-02-09,"6' 4""",186.0,4,NULL,USA,"Merced, CA",2022,4437244,NULL,NULL,NULL
4291678,NBA,21,PHX,Suns,F,Haywood,Highsmith,1996-12-09,"6' 5""",220.0,7,Wheeling Jesuit,USA,"Baltimore, MD",2018,4291678,NULL,NULL,NULL
4702602,NBA,21,PHX,Suns,F,CJ,Huntley,2002-01-06,"6' 10""",230.0,22,App State,USA,"Huntersville, NC",2026,4702602,NULL,NULL,NULL
4601023,NBA,21,PHX,Suns,F,Oso,Ighodaro,2002-07-14,"6' 11""",235.0,11,Marquette,USA,"Chandler, AZ",2025,4601023,NULL,NULL,NULL
3913174,NBA,21,PHX,Suns,G,Luke,Kennard,1996-06-24,"6' 5""",206.0,NULL,Duke,USA,"Middletown, OH",2017,3913174,NULL,NULL,NULL
4277957,NBA,21,PHX,Suns,F,Isaiah,Livers,1998-07-28,"6' 6""",232.0,18,Michigan,USA,"Kalamazoo, MI",2023,4277957,NULL,NULL,NULL
5203685,NBA,21,PHX,Suns,C,Khaman,Maluach,2006-09-14,"7' 2""",250.0,10,Duke,South Sudan,Rumbek,2026,5203685,NULL,NULL,NULL
5041953,NBA,21,PHX,Suns,F,Koa,Peat,2007-01-20,"6' 8""",245.0,NULL,Arizona,USA,"Chandler, AZ",2026,5041953,NULL,NULL,NULL
4592714,NBA,21,PHX,Suns,G,Pat,Spencer,1996-07-04,"6' 2""",205.0,NULL,Northwestern,USA,"Davidsonville, MD",2024,4592714,NULL,NULL,NULL
4701232,NBA,21,PHX,Suns,C,Mark,Williams,2001-12-16,"7' 1""",240.0,15,Duke,USA,"Virginia Beach, VA",2023,4701232,NULL,NULL,NULL
4683021,NBA,22,POR,Trail Blazers,F,Deni,Avdija,2001-01-03,"6' 8""",228.0,8,NULL,Israel,Tel Aviv,2020,4683021,NULL,NULL,NULL
4431736,NBA,22,POR,Trail Blazers,F,Toumani,Camara,2000-05-08,"6' 7""",230.0,33,Dayton,Belgium,Brussels,2024,4431736,NULL,NULL,NULL
4592435,NBA,22,POR,Trail Blazers,C,Branden,Carlson,1999-06-14,"7' 0""",220.0,NULL,Utah,USA,"South Jordan, UT",2024,4592435,NULL,NULL,NULL
5081727,NBA,22,POR,Trail Blazers,G,Sidy,Cissoko,2004-04-02,"6' 6""",220.0,91,NULL,France,Paris,2024,5081727,NULL,NULL,NULL
5105565,NBA,22,POR,Trail Blazers,C,Donovan,Clingan,2004-02-23,"7' 2""",280.0,23,UConn,USA,"Bristol, CT",2025,5105565,NULL,NULL,NULL
5217746,NBA,22,POR,Trail Blazers,C,Yang,Hansen,2005-06-26,"7' 1""",270.0,16,NULL,China,NULL,2026,5217746,NULL,NULL,NULL
4683678,NBA,22,POR,Trail Blazers,G,Scoot,Henderson,2004-02-03,"6' 3""",207.0,00,NULL,USA,"Marietta, GA",2024,4683678,NULL,NULL,NULL
3995,NBA,22,POR,Trail Blazers,G,Jrue,Holiday,1990-06-12,"6' 4""",220.0,5,UCLA,USA,"Chatsworth, CA",2009,3995,NULL,NULL,NULL
4703889,NBA,22,POR,Trail Blazers,G,Jayson,Kent,2002-02-03,"6' 8""",215.0,29,Texas,USA,"Oak Forest, IL",2026,4703889,NULL,NULL,NULL
4578893,NBA,22,POR,Trail Blazers,G,Vit,Krejci,2000-06-19,"6' 8""",195.0,27,NULL,Czech Republic,NULL,2020,4578893,NULL,NULL,NULL
6606,NBA,22,POR,Trail Blazers,G,Damian,Lillard,1990-07-15,"6' 2""",200.0,0,Weber State,USA,"Oakland, CA",2012,6606,NULL,NULL,NULL
4279888,NBA,22,POR,Trail Blazers,G,Ja,Morant,1999-08-10,"6' 2""",174.0,1,Murray State,USA,"Dalzell, SC",2019,4279888,NULL,NULL,NULL
4914336,NBA,22,POR,Trail Blazers,G,Shaedon,Sharpe,2003-05-30,"6' 5""",210.0,17,Kentucky,Canada,"London, ON",2023,4914336,NULL,NULL,NULL
